id_cliente,id_empresa,nome,email,cargo
163,72,Arthur Lima,nunesbreno@ig.com.br,Gerente de TI
73,72,Thales Fogaça,cribeiro@bol.com.br,Diretor de Compliance
281,73,Maitê Fogaça,moreiramaria-julia@oliveira.br,CEO
263,73,Isaac Pereira,ramoscarolina@da.net,CEO
4,73,Marcela Souza,ananascimento@silveira.org,Coordenador de Operações
267,74,Maria Luiza da Mata,luigi24@cardoso.com,Diretor de Compliance
261,74,Dr. João Viana,ana-carolinajesus@uol.com.br,Analista Financeiro
242,74,Thiago Rocha,oliveiraana@ig.com.br,Gerente de TI
193,75,Dr. Diego Melo,otaviogomes@hotmail.com,CEO
74,75,Bárbara da Mata,asilveira@uol.com.br,CEO
210,76,Ana Carolina da Conceição,nathan19@uol.com.br,Coordenador de Operações
197,76,Lívia Vieira,teixeirabenicio@monteiro.br,Analista Financeiro
285,77,Otávio Viana,lucas48@jesus.com,Coordenador de Operações
221,77,Daniela Melo,diasdanilo@fogaca.com,Analista Financeiro
205,77,Fernanda Costela,diasthales@bol.com.br,CEO
136,77,Lucas Barbosa,cardosogabrielly@hotmail.com,CTO
46,77,Sra. Agatha Nogueira,tpereira@yahoo.com.br,Gerente de TI
126,78,Srta. Lara Nunes,castroandre@da.org,Gerente de TI
37,78,Mariane da Rocha,bruno95@barros.br,Coordenador de Operações
36,78,Emilly Cardoso,kfreitas@silva.com,CEO
6,78,Bruno Monteiro,ana68@azevedo.com,CTO
184,79,Raquel Ramos,ucampos@yahoo.com.br,Especialista Regulatória
117,79,Amanda Castro,alexia45@da.net,Coordenador de Operações
94,79,Natália Pinto,kcardoso@hotmail.com,Gerente de TI
273,80,Gabrielly Caldeira,costelalorenzo@bol.com.br,CEO
118,80,Agatha Moraes,kaique01@ig.com.br,Coordenador de Operações
70,80,Luiz Gustavo Gomes,barrosrafaela@bol.com.br,Analista Financeiro
144,82,Davi Silveira,vitorpeixoto@gomes.com,CEO
124,82,Sra. Luana Rocha,hsantos@pinto.org,CTO
202,83,Gabriela Cardoso,vitoria31@rocha.org,CEO
152,84,Mariana Porto,alvesjoao-guilherme@ramos.br,Especialista Regulatória
134,85,Milena Oliveira,mariane88@caldeira.br,Diretor de Compliance
100,85,Srta. Marcela Nunes,cdias@barbosa.com,Especialista Regulatória
92,85,Fernanda Nascimento,vieiraheitor@ig.com.br,Especialista Regulatória
167,86,Gustavo Henrique Silva,stephanycampos@bol.com.br,Especialista Regulatória
206,88,Vinicius Melo,kaiquearagao@da.net,Diretor de Compliance
299,89,Caroline da Rocha,wda-cruz@lima.br,Especialista Regulatória
60,89,Pedro Miguel da Cruz,mouraolivia@ig.com.br,Especialista Regulatória
108,91,Sophie Porto,nataliada-rosa@hotmail.com,CEO
54,91,Fernando Cardoso,fgoncalves@da.com,Diretor de Compliance
86,92,Theo da Conceição,emanuelsantos@hotmail.com,Diretor de Compliance
58,92,Sr. Anthony da Cunha,eda-rosa@da.net,Gerente de TI
23,92,Ana Luiza da Mata,giovannagomes@yahoo.com.br,CEO
128,93,Dr. Luiz Miguel Fogaça,antoniomelo@yahoo.com.br,Especialista Regulatória
283,94,Enzo Gabriel Dias,sofiabarbosa@melo.br,Coordenador de Operações
15,94,Rafael Aragão,danilo85@ramos.com,CEO
253,96,Benício Viana,zcunha@yahoo.com.br,Diretor de Compliance
245,96,Dra. Gabrielly Vieira,rcardoso@yahoo.com.br,Coordenador de Operações
204,96,Samuel Monteiro,kdias@gmail.com,Gerente de TI
131,96,Gustavo da Luz,limaisabelly@gmail.com,Diretor de Compliance
65,96,Leonardo Pinto,peixotopedro-miguel@gmail.com,Especialista Regulatória
179,97,Maria Fernanda Peixoto,mouralucca@moraes.org,Gerente de TI
96,97,Rafael Viana,maria-vitoriasouza@hotmail.com,Especialista Regulatória
266,98,Thiago Porto,ufreitas@bol.com.br,Gerente de TI
35,99,Davi Barbosa,lucascosta@sales.com,Gerente de TI
235,100,Sr. Vinicius Viana,isabellyporto@bol.com.br,Analista Financeiro
223,100,Rafael Novaes,eteixeira@da.com,Diretor de Compliance
217,100,Sabrina Araújo,joao-felipe52@ig.com.br,Analista Financeiro
174,100,Juan Nunes,maria-luizanunes@nunes.br,CEO
101,100,Pietro Ferreira,ana-carolina45@ig.com.br,Especialista Regulatória
47,100,Dra. Bárbara da Rosa,calebe10@gmail.com,Coordenador de Operações
168,101,Pietra da Mota,alexia30@castro.br,Coordenador de Operações
112,101,Emanuel Monteiro,ovieira@almeida.br,Gerente de TI
257,102,Theo Porto,joao-gabriel60@da.br,Especialista Regulatória
195,102,Cauê Freitas,fariasmarcelo@yahoo.com.br,Analista Financeiro
172,102,Joana Nascimento,carlos-eduardo30@ig.com.br,CEO
7,106,Antônio Azevedo,vieiraalexia@hotmail.com,CTO
159,107,Larissa Moraes,mariafreitas@ig.com.br,CTO
297,108,Maria Fernanda Oliveira,rezendetheo@ig.com.br,Gerente de TI
287,108,Thomas Martins,costelabryan@teixeira.br,CTO
82,108,Ana Laura Ferreira,emilly26@almeida.com,Analista Financeiro
19,109,Luigi Almeida,joao-felipe25@hotmail.com,Diretor de Compliance
231,110,Amanda Rocha,xmoreira@bol.com.br,Especialista Regulatória
190,110,Dr. Miguel da Mota,pedro97@farias.com,Diretor de Compliance
161,111,Nathan Fernandes,nicolas42@fernandes.com,Especialista Regulatória
76,111,Pedro Moraes,cardosohenrique@bol.com.br,CEO
41,111,Emilly Moura,diasanthony@rezende.br,CTO
178,112,Caio Campos,lbarros@hotmail.com,Especialista Regulatória
83,113,Ana Lívia Duarte,joao-guilherme85@farias.com,Analista Financeiro
13,113,Juan Nunes,almeidasophie@santos.br,CTO
203,114,Dr. Carlos Eduardo Lima,xbarros@hotmail.com,CEO
194,114,Isis Carvalho,theo05@bol.com.br,CEO
123,115,Murilo da Cruz,caio97@uol.com.br,Especialista Regulatória
111,115,Fernando Melo,pramos@jesus.com,Coordenador de Operações
80,115,Maria Fernanda Fogaça,joao-lucasbarros@ig.com.br,CEO
77,115,João Pedro Ferreira,talves@ferreira.br,Diretor de Compliance
293,116,Pietra Monteiro,cavalcantienrico@ig.com.br,Gerente de TI
140,116,Sophia Caldeira,kaique42@uol.com.br,Gerente de TI
40,117,Heloísa Ribeiro,marianecosta@ig.com.br,Diretor de Compliance
113,118,Ana Clara Pereira,tporto@porto.br,Especialista Regulatória
110,118,Ana Beatriz Costela,laracorreia@silveira.br,Analista Financeiro
44,118,Otávio Mendes,agathacampos@lima.br,Especialista Regulatória
26,118,João Pedro Viana,isisda-paz@gmail.com,CEO
300,119,Dr. Davi Lucca Viana,nicolemonteiro@novaes.org,Gerente de TI
262,119,Gustavo Pinto,thomaspinto@araujo.br,Analista Financeiro
218,120,Ryan da Luz,tvieira@ig.com.br,CTO
33,120,Isabel Cardoso,alvesbenicio@gmail.com,CTO
21,121,Erick Farias,joao-lucas85@das.com,Especialista Regulatória
67,122,Igor Cardoso,sophieda-paz@uol.com.br,Coordenador de Operações
230,123,João Vitor Monteiro,hmendes@da.br,Gerente de TI
142,123,Clara Vieira,felipeda-mata@viana.org,Especialista Regulatória
274,124,Sabrina Oliveira,azevedomatheus@yahoo.com.br,Diretor de Compliance
114,124,Sr. Samuel Mendes,enrico01@caldeira.net,Analista Financeiro
42,124,João Lucas da Rosa,yurida-mota@uol.com.br,Especialista Regulatória
244,125,Isis da Mota,da-matasofia@goncalves.net,CEO
18,125,Srta. Manuela Jesus,ida-costa@hotmail.com,CTO
280,126,Ana Clara Ramos,benjaminrezende@silveira.net,Gerente de TI
165,126,Dr. Davi da Costa,olivia30@ig.com.br,CTO
55,126,Davi Lucca Rocha,thomasgomes@gmail.com,Gerente de TI
252,127,Ana Beatriz Novaes,yrodrigues@nogueira.com,CEO
234,127,Pedro Miguel Lima,qcaldeira@da.br,Analista Financeiro
50,127,João Miguel da Luz,isis88@uol.com.br,Gerente de TI
200,128,Yuri Gomes,augustocampos@yahoo.com.br,CTO
166,128,Thomas da Rosa,joaquim02@souza.com,Gerente de TI
20,128,Luiza Almeida,da-conceicaogustavo@da.org,Gerente de TI
240,129,João Pedro Barbosa,calebe81@bol.com.br,CEO
192,130,Murilo Caldeira,lucas-gabriel67@uol.com.br,CEO
138,130,Esther da Conceição,milena11@ig.com.br,Coordenador de Operações
238,132,Agatha Silva,davi-lucas76@ig.com.br,Coordenador de Operações
181,132,Stella Souza,nicolasgomes@hotmail.com,Diretor de Compliance
121,132,Yuri Melo,duartemaria-cecilia@gmail.com,Diretor de Compliance
227,134,Emilly da Cruz,ana-liviacastro@da.com,CEO
270,135,Sra. Beatriz Lopes,maria-aliceribeiro@oliveira.br,Coordenador de Operações
95,135,Igor Alves,lopesbernardo@yahoo.com.br,Diretor de Compliance
39,135,Henrique Alves,joao-miguel60@gmail.com,Diretor de Compliance
265,136,João Lucas Ribeiro,peixotopedro@uol.com.br,CEO
132,136,Marcela Melo,da-cunhamaria-vitoria@novaes.com,Analista Financeiro
104,136,Nina Silveira,yduarte@gmail.com,Diretor de Compliance
57,136,Bernardo Cardoso,catarina33@araujo.org,CTO
241,138,Dr. Yago Moreira,mmartins@cavalcanti.com,Diretor de Compliance
89,138,Rafael Costela,laurada-mata@da.org,Analista Financeiro
28,138,Breno Moreira,kfreitas@barbosa.org,CTO
233,139,Gabrielly Pereira,qvieira@gmail.com,Analista Financeiro
160,139,Davi Luiz da Conceição,maria-eduardaporto@fernandes.org,Analista Financeiro
105,140,Agatha Vieira,duarteluiz-henrique@teixeira.com,Analista Financeiro
88,140,Rebeca Correia,cardosootavio@uol.com.br,CEO
53,140,Luiz Miguel Rezende,afarias@alves.br,CTO
71,141,Lucas Cardoso,pereirafernanda@farias.org,Diretor de Compliance
25,142,Sr. Davi Lopes,otavioaraujo@nascimento.com,Analista Financeiro
16,142,Gustavo Nogueira,vitor-hugopinto@hotmail.com,Analista Financeiro
